c.commentId,text,category
UgyYQKr3vfUDg46IObJ4AaABAg,Interessante..ma a me?,Neutrale
Ugz6KuD-FOg79Pua3vp4AaABAg,è normale che mi piace stare da solo senza avere il bisogno di stare sempre con gli amici?,Neutrale
Ugy1AU0wz6WC4keOW7V4AaABAg,BASTA VEDERTI IN FACCIA PER CAPIRE IL PERCHÈ NON HAI AMICI…. CHI SA CHE CAZZO VAI A FARE…. DICI DI AMARE IL TUO FIDANZATO MA NON SAI NEMMENO COSA SIA L’AMORE…..QUANDO TI AVRÀ SGAMATA VOGLIO PROPRIO VEDERE CHE CAZZO FARAI DOPO….,Negativo
UgyI3B8ybybS_SAHzEF4AaABAg,"Complimenti, video fantastico! ❤",Positiva
Ugx76Nea-eEgNek6ZOR4AaABAg,"9:20 il problema e questo che non sento di voler niente, l'unica passione è il calcio come i 90% di uomini 😅 forse 80% boh.... Ma non so come fare YouTube oppure a fare qualcosa effettivamente con la mia passione.... Perché poi i libri o altre mille cose non sono qualcosa che mi piace, ed penso si veda visto che non so scrivere 😅 ma vabbè.....",Negativo
UgyOYE9K9a9leiTBVE54AaABAg,"Chi non ha amici non ha nessun problema, non ha “ qualcosa che non va” , a patto che ovviamente in maniera voluta non si respingano le persone. Penso che il nucleo della questione sia da ricercare nel fatto che non tutti nella vita avranno la fortuna di avere amici, ma amici veri, persone con le quali sei affine, stesse passioni, persone con le quali crei un vero rapporto di bene reciproco. Ecco non tutti potranno avere questo nella vita, una buona parte forse di destino entra in gioco , io personalmente non mi sono mai chiuso ma per una serie di fattori mi sono alla fine sempre ritrovato solo, con nessuno con il quale veramente condividere la vita.",Neutrale
UgybBCntgZLe8UH5_q94AaABAg,"Io non ho amici almeno io non reputo tale, mi sento sempre solo 4:50 tipo con amici da piccolo in passato il capodanno non mi piaceva o pasquetta o altro, mi sembrano giorni come un altro . Spesso vorrei un abbraccio o un ti voglio bene, ma non ho nessuno. Quindi qualcuno sa come stare bene con sé stessi? Perché a me mi sembra sempre e solo una frase fatta, nessuno penso che sa davvero come io sto ..... Il problema sono io ?",Negativo
UgyZr9o-NMfIIBvL0qB4AaABAg,"Dirò una cosa forte e sicuramente controversa… ma secondo me gli amici sono solo dei “tappabuchi”. Ci sto pensando molto ultimamente. Non so se sia un discorso di predisposizione umana, non ho mai studiato psicologia o sociologia, però sono sempre più convinto che noi abbiamo come unico scopo relazionale intrinseco quello di trovare la persona con cui condividere la nostra vita (ovvero l’amore). Perfino quando abbiamo un migliore amico/a questo passa in secondo piano quando troviamo la nostra persona. E con nostra persona intendo quella che trovi FORSE una volta nella vita. Per il resto della vita cerchiamo di circondarci di gente per non stare soli o gli amici li “usiamo”, anche senza rendercene conto, quando ne abbiamo bisogno o voglia.
Le relazioni in cui il tempo viene diviso equamente tra compagno/a e amici per me sono relazioni di base superficiali, dove ci si piace e ci si va a genio ma fondamentalmente è un’amicizia (con sentimento che ha scadenza) che implica solamente dell’intimità diversa rispetto agli amici comuni.",Negativo
Ugw5hjIYqCV-AoMS_KJ4AaABAg,"Questo video è copiato parola per parola da altri Youtuber americani. Non fidatevi di questa truffatrice: si prende gioco dei sentimenti di chi guarda i suoi video, per farli sentire capiti, ottenere visualizzazioni e guadagnarci. Bisognerebbe segnalarla in massa e far bannare questo verme.",Negativo
Ugzg-PoZ9zN1GXZNOmx4AaABAg,almeno hai il fidanzato c'è chi non ha neanche quello.,Negativo
UgxSBcXHmamj-vtj4_54AaABAg,Ho 36 anni e non ho amici.. ma io sto bene così..,Positiva
Ugyvgn9EPSWu9LlmVWh4AaABAg,"Amici, amici…. e poi ti rubano la bici….
-cit.",Negativo
Ugz98bpnHGq_I3mweBB4AaABAg,"Ho 40 anni e di esperienze ne ho fatte. A volte ho sbagliato io, con alcuni amici mi sono comportato male, ma senza volontà di ferire e senza malizia e comunque mi sono scusato. Con altri i rapporti sono mutati: la vita cambia, così come le priorità e gli impegni. Altri ancora, hanno sbagliato loro con me, involontariamente in certi casi, con la volontà di ferie in altri ancora; alcuni si sono scusati e ho perdonato, altri no. Ultimamente credevo finalmente di aver trovato l'amico della vita; mi ci sono dedicato al 100%, fin quando non mi sono reso conto che era una persona assolutamente tossica e narcisita, ho provato a tenere in piedi l'amicizia, ma il rapporto era totalmente sballato a suo favore e per la primissima volta ho mandato io al diavolo, anche se mi ha distrutto, ma con il passare del tempo mi sono reso conto di aver fatto bene. Ho capito che non sono io il problema, così come non lo sono gli atri. Ognuno di noi è fatto come è fatto; ho capito che dove vedevo persone circondate da amici, sempre allegre e sempre felici, in realtà semplicemente ""si facevano andare bene tutto"", per la paura di rimanere soli. Ho imparato a volermi bene e a stare con me stesso, accettandomi per la persona che sono. E ho capito che in realtà quelle amicizie che volevo, le ho gia, alcune da anni, addirittura; solo che non ero in grado di rendermene conto. Ora ""doso"" la mia vita sociale, ho imparato che dentro di me ho una forza fuori dal comune e ho capito meglio come rapportarmi, ho compreso che ci sono amicizie, poche e tantissime conoscenze. E alla fine mi va bene così. Quando esco, se esco, se c'è qualcuno che ha piacere ben venga, altrimenti mi organizzo per i fatti miei, senza rancori e qualcuno con cui parlare e passare la serata bene o male lo trovo sempre. Alla fine ho capito e mi va bene così.",Positiva
UgyxEBBGFWoOGGuCOWl4AaABAg,"A costo di sembrare fuori dal coro. Gli amici rappresentano il nostro livello di ipocrisia: più cresciamo in questo aspetto, più ne accumuliamo, perché spesso per mantenere certe relazioni indossiamo maschere e evitiamo verità scomode. Ma l'autenticità, intesa non come totale esposizione senza filtri, bensì come quell'equilibrio delicato tra sincerità e tatto, è ciò che permette di costruire legami di fiducia più profondi e duraturi. In fondo, nessuno è completamente autentico, perché la sensibilità e la paura dello scontro plasmano ogni relazione; e forse è proprio questo gioco di luci e ombre che definisce la natura vera dell'amicizia.
Dentro ognuno di noi c'è un mondo intero di esperienze, emozioni e memorie — un microcosmo ricco e complesso — ma è solo nel confronto, talvolta difficile e forzato, con le altre menti e realtà che impariamo la vera dimensione della vita e scopriamo la ricchezza delle diversità, sfuggendo all'omologazione e ai limiti dei nostri universi interiori. È in questo spazio vivo e incerto, tra luci e ombre, che nascono e si plasmano le amicizie superficiali in autentiche.",Neutrale
UgyXvtvB9H9LvPhlBa94AaABAg,Gli altri bambini giocano tra loro noi giochiamo con l'universo,Positiva
UgxmwOUHOXh3N7FK6G14AaABAg,Si anch'io e ancora non so perché da adult*,Neutrale
UgxAx_FqsySkpxapnBN4AaABAg,"In realtà se ti senti sola e non stai bene con te stessa è molto più facile che le amicizie che farai non dureranno, perché inconsciamente lo capiranno.

Magari non saprebbero neanche spiegarti il motivo, ma si sentirebbero meno legati perché è come se lo sentono che anche da parte tua è  più forte il desiderio di sentirsi accettata che non la voglia di vivere del tempo insieme ad altri, quindi nella relazione, che sia di amicizia o altro, mancherebbe autenticità, e solo le cose che di base sono autentiche possono durare.

Il resto sono dei passatempo che possono essere cambiati facilmente con altri passatempo.",Neutrale
Ugy3XpFcLfT-bteytTt4AaABAg,Complimenti,Positiva
UgwvVlmBLrxW7yKBNNB4AaABAg,Ho 18 anni e hai descritto letteralmente la mia vita. Sono sempre stato l’amico di passaggio. Questo video mi ha aiutato a capire molte cose e ti ringrazio ❤️,Positiva
Ugzgzt_TYjSgr5c6cq94AaABAg,"Idem come te :ritenuta molto bella ,colta ,e ho notato come le persone mi rimanessero accanto per convenienza.Terminato quello ,sparivano.Delusioni in amicizia ,nell'amore lasciamo stare ..ma credevo di essere io e che la mia felicita dipendesse da loro.Oggi no ,mi ribello ,esprimo le mie idee ,consapevole che non piacciono alle volte e ...sola io sto meglio.E i miei amici ?Gli animali.Delle persone non me ne fo nulla ,non mi occorre denaro ,mi mantengo.❤",Positiva
UgzgCMQB76mNBEFUOu94AaABAg,"Secondo me in palestra è il miglior posto dove conoscere gente bella dentra e fuori, qualche trombamico si trova solo chi è fortunato trova veri amici è inutile cercarli",Negativo
Ugwcdk7uqYGDFgvikJt4AaABAg,Quindi manco il tuo fidanzato ha amici?,Neutrale
UgxGbhmfEqsvNbOOhLx4AaABAg,"Purtroppo o per fortuna sono una persona che ha sempre avuto amici e anche che ha saputo allontanare le persone tossiche e voglio darvi un consiglio: non rincorrete mai un amicizia anche se è la vostra unica perché all’altra persona non importa di voi, se volete conoscere gente nuova prendete parte ai vari viaggi di gruppo che trovate nelle agenzie e fidatevi che conoscerete un mondo nuovo",Neutrale
UgyNOzpVAjgv5lQQvi94AaABAg,"Ho avuto amici, ma ora ho 40 anni, ho un compagno ma non ho amici, la cosa mi dispiace molto.",Negativo
UgwCiBG7TM4vHt0YoGh4AaABAg,"ciao Aurora. Tu hai due sorelle e un fidanzato. Io degli ultimi 8 capodanni/compleanni, ne ho passati 7 da solo e da single senza figli/parenti, per cui comprendo l'argomento. avendo 55 anni gestisco meglio la situazione, senza patemi. il problema non è tanto lo stare da soli, ma il sentirsi soli. a volte esco per strada e la presenza di persone, a cui sono desueto, mi sorprende e (strano a dirsi) mi infastidisce. Sta tutto nel trovarsi bene nei propri panni: la taglia 46 che mi cade a pennello a un altro potrebbe stare stretta",Neutrale
UgyF1Dy23OtXRUbAXP54AaABAg,"Non siamo soli, sparsi in mondi diversi e realtà diverse. Spero che queste anime mi trovino o spero di trovarle. ❤",Positiva
UgzD7STpkZysHN04ZdJ4AaABAg,"meglio da solo k con amici non veri - focalizzati su te stesso e niente altro e importante, e hai un nome veramente bello se un volta avrò una figlia la chamiero lo stesso Aurora (scuzate non solo italiano)",Positiva
UgxYyYF3mw9kFIjsmGB4AaABAg,"Voglio lanciare un sassolino a tutti quelli che stanno vivendo un periodo di solitudine: 

Un periodo di esclusivita' con noi stessi porta ad una cementificazione dei nostri pensieri dovuta alla mancanza di confronti con altri soggetti, che non e' proprio il massimo.
Da persona che ha pochi amici mi sono spesso ritrovato a dover fare i conti con questa cosa, che ha reso molto piu difficile socializzare e creare nuovi rapporti, perche' la mia capacita' di mettermi in discussione si e' atrofizzata.
Purtroppo credo che questo processo sia come un tumore che cresce sempre piu forte con il passare dei momenti in solitudine.
Spero che il mio commento arrivi a qualcuno che si possa rendere conto e magari contrastare attivamente questo comportamento.",Allarmismo
UgwEMCf9m1vjjFLg8ih4AaABAg,"Sai Aurora,preferisco stare da solo con Arturo mio😺 che accompagnarmi a persone che hanno sempre cercato di mettere le mani sul mio patrimonio (senza riuscirci).Le persone cattive non fanno per me!",Negativo
UgycavMA-8Nx9oY_TER4AaABAg,"ti capisco , io sono arrivato alla conclusione che non è il problema ma è responsabile di questo , nel senso che in ogni rapporto se dai troppo , senza paletti , attiri persone che hanno bisogno . una volta che il bisogno finisce , finisce il rapporto . occorre imparare a dare il giusto per avere accanto persone che ti cercano perchè ti vogliono non perchè hanno bisogno. non si sta bene da soli . si vive bene ma non si sta bene",Neutrale
Ugy1nKC_6Y_CXt0QPRV4AaABAg,"Ma guarda, una sorta di coming-out e certo dovevo aspettarmelo tra i giovani d'oggi si usa fare video su youtube (così ben fatti) su questo argomento. Ai miei tempi c'erano solo i blog, e pure io condividevo questo argomento con un'amica di penna (virtuale) di cui parlavamo spesso, e mi ricordo nessuno dei due aveva granché da consigliare all'altro/a. Ma che ci dicevamo? Che ne volevamo di amici, e non ne avevamo il coraggio di buttarci in frequentazioni ed investire tanto con gli sforzi. Lei mi ricordo che parlava che ci provava, ad avere amiche, mentre io andavo solo a sport, unico luogo altro possibile per incontrare persone. Certo che così divento nostalgico, e devo dire che erano bei tempi, perché infondo tutto il passato lo sento come una gran bella cosa...la possibilità di aver sperimentato questa solitudine, la fortuna di aver conosciuto persone che condividevano tale destino (e non ero il solo al mondo! Quanto conforta questo misero dettaglio?), e poi si era giovani, quante cose si potevano fare diversamente.
Vabbè, a parte la nostalgia, ti chiedo: ciò che dici al min 9:30 lo diresti alla te stessa più piccola, e pensi che ti sarebbe servito sentirtelo dire? Francamente è un po' una domanda retorica perché credo proprio che la risposta sia sì, ma mi fa strano perché se ripenso a com'ero io, sentirmi dire queste cose mi avrebbe fatto zero effetto, perché avevo ben altri problemi, e cose come credere in me stesso ed avere obiettivi erano fantascienza, mi sarebbero usciti dall'altro orecchio. Comunque se a te sarebbero serviti (dico ""queste informazioni"", e non ""una persona che dicesse quelle cose"" perché in quel caso si avrebbe l'effetto della persona da ammirare e la si considererebbe come esempio e quindi da seguire ecc ecc), concludo che ci sono solitudini e solitudini, e a qualcuno questi consigli sarebbero, appunto, il nulla",Neutrale
UgxQf0pqt9bYV2BagUJ4AaABAg,"L'unico vero amico è e rimarrà sempre Gesù, Colui che non ti deluderà mai e poi mai.",Positiva
UgyyYLkwz5y3-8h8ekt4AaABAg,"La verità è che la realtà a cui assistiamo non è altro che un qualcosa che osserviamo attraverso un filtro: il nostro. Noi vediamo (o pensiamo di vedere) un mondo altrui che è roseo, fatto di amicizia e comunione, ma la verità è che quelle amicizie il 90% delle volte sono effimere e spesso pregne di interessi e secondi fini. Le persone più vuote e deboli, sempre per sentirsi ""realizzate"" mentono a sè stesse e agli altri pur di avere compagnia, anche se di bassa qualità. E anche qualora questi sentimenti siano sinceri, tali relazioni finiranno lo stesso. L'amicizia è un qualcosa di limitato nel tempo, un qualcosa che alcune persone cambiano come se fossero paia di mutande. Un continuo abbandonare relazioni per intraprenderne altre, dimenticando le precedenti (oserei dire che vale anche per l'amore). La differenza è che per alcune persone ciò è normale, o comunque non gli pesa perché non hanno una forte emotività. Poi c'è chi finisce per stare e sentirsi solo, perché crede troppo un'amicizia ""ideale"", bella e pulita, ma che difficilmente una persona può veramente incontrare, e quando tali ideali vengono delusi, l'amarezza è veramente insostenibile.
Morale della favola: siamo tutti soli alla fine della giornata, alcuni si associano per mentire a loro stessi, sapendo di mentire. Altri rifiutano tale schema, ma finiscono paradossalmente per soffrire di più. D'altronde, la realtà è sempre più dura da accettare.",Negativo
Ugw-uWIr8l1_Kp0GZeV4AaABAg,brava aurora bella e professionale,Positiva
UgxKf_jRT6a9MnfMHJ14AaABAg,"Grazie Aurora, le tue parole sono state intense e confortanti, allo stesso tempo ho sentito il vuoto e l'angoscia, ho sentito le difficoltà, ho sentito lo nostalgia e la maraviglia di stare da soli. Ho apprezzato molto questo contenuto 👏🏼👏🏼",Positiva
Ugx7nC7dnUkJXQP38C54AaABAg,"scusate, ma come ci si fa a fidanzare senza avere amici? non è una domanda cattiva è che non l ho mai sentito e non so ome sia possibile",Neutrale
Ugxn12e70I-CmMuiHcZ4AaABAg,Bellissimo video❤ e non sei l'unica ✨,Positiva
UgzIj-y1eb4-HdRwGU94AaABAg,ciao ho visto per caso il tuo video molto interessante anche sono solo purtroppo per vari motivi  della mia vita oggi ho un eta che mi fa rimpiangere tutto adesso mi sento solo abbandonato poresti darmi dei consiggli grazie apresto,Negativo
Ugyp_DFuT_ciIY4e5Mp4AaABAg,vuoi un amico vero che non guardi mai ciò che possiedi come ti vesti oppre la macchina che possiedi prendi un cane e starà con tè tutta la sua vita perchè la sua è più corta,Negativo
Ugz8iTJ6jgn4HQkpYMN4AaABAg,"Ho 27 anni non ho molti amici e ho cambiato città dopo 25 anni sempre nella stessa, le amicizie vere sono pochissime, rare. Meglio imparare a star bene da soli e non farsene una colpa. Purtroppo i Social hanno rovinato la nostra generazione in termine di rapporti.",Negativo
UgwuhVkMRmIOx3gngF54AaABAg,"A me la solitudine manda in estasi...la adoro,ha molti lati positivi",Positiva
Ugwfk92efxRmVIS2vxN4AaABAg,Mi dispiace ma il discorso del 'saper stare bene da soli' non regge più. È esattamente il motivo per il quale si instaura il circolo vizioso dell'individualismo ed egocentrismo che accompagna questa società e tutti noi. Nessuno si salva da solo.,Negativo
Ugwqh48WI29p2trie-Z4AaABAg,"Ciao Aurora, è la prima volta che vedo un tuo video ma è stato un piacere ascoltarti. Mi dispiace che una ragazza bella, empatica e intelligente come te non abbia mai avuto veri amici, ma la triste realtà è che viviamo in una società frivola, individualista, materialista, opportunista e superficiale. Io mi sono parzialmente rispecchiato nei tuoi discorsi e mi trovo attualmente ""sulla tua stessa strada"": quella puntata a migliorare sè stessi e all' amor proprio. Nel mio caso è stata una solitudine diversa dalla tua: ho 37 anni e le amicizie non mi sono mai mancate, purtroppo però sono quasi sempre stato single, non per mia scelta. Ho avuto pochissime relazioni di cui solo una importante e durata un pò di più, ma per il resto sembra che quasi nessuna riesca a considerarmi come potenziale partner e per questo ho sofferto molto a lungo. Quindi anch'io mi sono sentito spesso solo, nonostante tutte le amicizie. Ti abbraccio forte, ragazza sensibile ❤",Negativo
UgwYkwzqjV-P3lJ_DKh4AaABAg,"Sono un uomo di 30 anni. Posso dire di non essere probabilmente una bella persona, inoltre ho sempre sofferto di depressione grave, psicosi e umore instabile. Abbandonare ogni tipo di contatto umano per me è stato necessario per poter finalmente stare in pace, ho passato l' ultimo anno in completa solitudine e forse è stato l' unico periodo felice che io abbia passato ultimamente. E non c' entra la fortuna perché ho sempre avuto persone che mi cercavano e rispettavano, tra le quali molte ragazze che mi si sono dichiarate per interessi romantici. Tuttavia io mi sono sempre sentito fuori posto, e di essere sempre stato apprezzato per qualità superficiali di cui non mi importava, ma mai in contesti che mi stavano davvero a cuore. Ognuno è fatto a modo suo e non si può basare la propria felicità sugli altri o su standard oggettivi di benessere. E io non devo più sentirmi così brutto dentro, adesso che non è rimasto più nessuno a vedermi.",Neutrale
UgxSsd54Ezc08R-g_9J4AaABAg,Di certo il problema non può essere l'umanità intera. Gli amici non te li prescrive il medico. Se non vuoi o non puoi averli fai altro.,Negativo
UgzKSj199wIDYYUsChR4AaABAg,"Sembra una cavolata, ma dopo questo video spero di poterti ringraziare e abbracciare un giorno. Non siamo sbagliate né noi, né loro.",Positiva
UgyC3vNvg3lfqBWfT-54AaABAg,"Cara Aurora ho visto per caso il tuo video e mi ha fatto tenerezza,io potrei essere tua madre per età,vorrei dirti che le situazioni di amicizie idilliache non sempre sono reali.Tante persone si frequentano solo per paura della solitudine e magari accettano situazioni di superficialità e ipocrisia pur di avere amici.Da giovane ho avuto una compagnia di amici davvero fraterni,ho fatto con loro tutte le cose belle di cui hai parlato tuttavia poi siamo diventati adulti e ci siamo allontanati tutti.Ammetto di avere dei bellissimi ricordi ma niente altro.Questo solo per dirti che la persona di cui devi essere più amica in assoluto sei tu,poi se conosci persone nel tuo percorso di vita con le quali passare bei momenti perfetto!Non mitizzare però i rapporti di amicizia da film,sono rari.Ti auguro il meglio😊",Neutrale
UgwToeYaRWwlyTWu-7J4AaABAg,"Premesso che la vita è fatta anche di fortuna. La mia storia, dall'età di 3 anni ho un amico del cuore, siamo cresciuti insieme, 11 anni fà è partito per l'Inghilterra, oggi fà il cameriere. Oggi io a 40 anni non ho amici, ho una relazione tossica dalla quale non riesco a liberarmi. La solitudine fà paura.",Negativo
UgycVXYzU7ZfPDrVMKV4AaABAg,la prima vera amica che hai sei tu ❤‍🔥,Positiva
UgynC27UNAR5FUevghB4AaABAg,Eccoci. Classe 91. Tutti se ne sono andati. E io ormai mi sono chiusa e non voglio più nessuno.,Negativo
UgwCPLasEmkfkO5j-OR4AaABAg,"L'autostima va e viene è normale anche persone che hanno realizzato i loro obiettivi e ottenuto successo presentano problemi simili, vere e proprie lacune personali.
Siamo oggettivamente esseri fragili in  una realtà troppo complessa e piena di insidie.

Sta sempre a noi recuperare il controllo e ritrovare la fiducia in noi stessi quando attraversiamo momenti difficili,
Ma in quei momenti è mai possibile che si resti così soli? Davvero è tossico desiderare di avere qualcuno che ti sostenga, che ci sia e che provi a fare qualcosa per te anche solo per amore?
Molto spesso una parola da fuori può essere davvero la chiave di una trasformazione interiore che ci porta a miglioramento personale.
A me questo che ho descritto non sembra ""desiderare ossessivamente un amico"".

Finché non ci saremo per noi stessi autenticamente, non potremo mai esserci davvero per gli altri e ci accontenteremo di finte rassicurazioni e sorrisi.",Neutrale
Ugz6LDmY-z9Mj2uJkrt4AaABAg,❤❤,Positiva
UgwP-ibslBknymix9j14AaABAg,"La mia più cara amica ha 68 anni e io ne ho 35. L'ho conosciuta nel 2018 sul posto di lavoro...da tutta la vita chiudo rapporti con persone che credevo amiche per poi ritrovarmi ad accettare l'unica realtà, ovvero che non mi adattero' mai alla falsità e al doppio gioco. Dopo un periodo nero ho abbracciato la mia solitudine e ne ho fatto un punto di forza talmente grande, che adesso non permetto più a nessuno di entrare nella mia vita a caso. Sto bene da sola e ho imparato a bastare a me stessa...preferisco stare con i miei cani in mezzo alla natura e non cerco nient'altro.",Positiva
UgxrTcpuk51vRtpX0MR4AaABAg,grazie è stato veramente illuminante!!!,Positiva
UgyLAjXNpjtxJlWHsY14AaABAg,"No però se è una persona tossica, direi anche di no. Sono d'accordo con quello che dici in tutto il video e mi dispiace davvero per la tua situazione, in quanto ho vissuto anch'io esperienze simili a te ed ho 34 anni, ma piuttosto che stare con una persona tossica, sto da solo, anche se soffro del disturbo evitante di personalità e sicuramente mi fa male un pò di avere più di un amico attorno, ma nello stesso tempo...mi dico, ma ne vale la pena far entrare nella tua vita qualcuno che non ti rispetta?",Negativo
UgwFsZMHIQbMQpUpFRR4AaABAg,Siamo in due,Neutrale
UgwygKyhY_wtCup-6eN4AaABAg,"Meglio senza amici, meglio da soli. Ho 27 anni, poca batteria sociale e pochi interessi in comune con gli altri ragazzi ""huu huu calcio figah""🐒. Al bar mi annoio, in discoteca non ne parliamo. Meglio stare da soli a casa con libri, fumetti, disegni e videogiochi.",Neutrale
UgyZZ-B6FLp_E683c_l4AaABAg,È la mia storia uguale solo che tu non sei sola hai fidanzato e sorelle. . Sola significa non avere nessuno quindi non è il tuo caso sei fortunata 😊,Negativo
UgwnREyOJXqK4QsSwr14AaABAg,"Hai detto tutto tu... Però c è una prospettiva che non hai visto, tutti gli altri avranno anche gli amici però tu hai un amore e credo che l amore è quella scintilla unica che è ancora più rara di una sincera amicizia. 💪🥂",Positiva
UgzeKZrnfF0eUjTNMSJ4AaABAg,ti capisco,Neutrale
UgzW0i4G1-kTbsADd5x4AaABAg,"Manca, come immaginavo, un'analisi sulla società e i suoi pilastri, cioè sulle cause di questa situazione generalizzata. Senza questo e senza una conseguente critica adeguata il discorso va su un binario morto. Il cosiddetto spirito critico è alla base di ogni persona centrata, la demonizzazione dello stesso è sintomo di superficialità e vuotezza.",Negativo
UgxGQLMy_mWtLf9HTqZ4AaABAg,"cara Aurora, capisco benissimo che significa sentirsi soli: sono figlio unico, mia madre se n'è andata più di 20 anni fa, . in generale, quelli che si definivano amici (in realtà colleghi) non appena finito il rapporto di scuola o lavoro.... auf wiedersen e sono spariti! i parenti (tranne uno) non mi cag....nemmeno: nonostante abitiamo a meno di 1 km in linea d'aria mai una tel. manco se muoio.
un altro che si diceva amico un bel giorno scopro che si era sposato senza dirmelo (non dico di invitarmi, ma almeno farmelo sapere) e poi sparisce pure lui dai contatti. ci son rimasto malissimo.
ormai non me la prendo a male, non possiamo imporre l'amicizia o i sentimenti a terzi (e forse neanche a noi stessi), ad ogni modo, a torto o ragione, non riesco più a fidarmi degli altri.
dimmi, ti è mai capitato di trovarti ad es. ad una festa e sentirti più sola che nella tua stanza perché gli altri si parlano a gruppo e tu sembri un pesce fuor d'acqua, o, come un ulivo... in un palmeto?",Negativo
UgxRSDrSE2IRq2fMqLh4AaABAg,"""esatto. Hai fatto tanta strada per nulla. Il problema non sei tu, sono loro""
Per quanto possa valere, questa è la mia opinione 
(Dal film Rango)",Negativo
UgwcykdmoY7k639fisZ4AaABAg,🤣🤣🤣🤣senti sta babbea le idiozie che esterna🤣🤣🤣 un pesce lesso sarebbe più espressivo.Vai a dormire che fai più bella figura.,Negativo
UgxsJjh3nsucl516WId4AaABAg,"Anche io non ho amici ma mi piacerebbe averli :(
A qualcuno va di parlare?",Negativo
UgyrB1W5EyAaOak9aV54AaABAg,Stessa barca. Ma sai cosa ti dico?! Forse il nostro istinto di sopravvivenza ci sta salvando😂😂 Diamogli ascolto.,Neutrale
UgyUSp8mWgwgFyQi9Tx4AaABAg,"non a caso tutti quelli che hanno duemila amici sono degli stronzi egoisti egoriferiti, perché evidentemente hanno capito questo passaggio, amo solo me stesso e becco quello che capita, chi ha un minimo di intelligenza emotiva e vera sensibilità se la prende puntualmente nel c***",Negativo
UgyAFb-StmQ7cselE614AaABAg,E non la conosco al 100%  tu l'ha vista solo col binocolo.,Negativo
UgybPfeI-8jqn_1GPWx4AaABAg,"Ti ha salvata il fatto essere DONNA e BELLA  a nessuno frega niente se sei colta,introspettiva,intelligente interessa che sai intrattenere e che parli di argomenti superficiali.E comunque hai molti conoscenti hai due sorelle che per cui stravedi e sei FIDANZATA  cosa vuoi saperne tu e quelli come te di cos'è la vera SOLITUDINE?ED È  UN BENE CHE NON LO SAI!!!!!",Negativo
UgzMzaocIycOW4cR8ux4AaABAg,"Nota: all'inizio dico ""assenza di gas serra come Co2"" ma intendevo che quella che c'è è talmente rarefatta che non fa l'effetto serra.
✅ Il mio LIBRO: https://amzn.to/3Vq1XXx",Neutrale
UgxEXz4sDsTvuiBxj4R4AaABAg,Adesso ne ho la certezza l’Uomo e impazzito😂😂😂😂,Negativo
UgwkHqapY5oKdoBvJit4AaABAg,NON BASTANO LE BOMBE SULLA TERRA MA SI BOMBARDA MARTE ALMENO LI IL SUOLO NON SARÀ INTRISO DI SANGUE,Negativo
Ugxn3jwEly0Iy59bJER4AaABAg,Attendiamo quindi il film. Se fatto bene sarebbe molto avvincente,Positiva
UgzNTknRcxk2th4JR_x4AaABAg,non c'è un nucleo adatto,Neutrale
UgwA1jfrJkyFrQ1tYYF4AaABAg,"Basterebbe che quel pirla comprasse un telescopio,per vedere che i poli di Marte,si sciolgono  per la maggior parte ogni 2 anni quando è più vicino al sole,poi dopo 6 o 7 cicli,capitano i 2 anni che è ancora più vicino,e resta ben poco di ghiaccio da vedere, mi sorprende che un riccone come lui con scienziati al suo seguito, che sta pure costruendo razzi per la Luna,spari codesta cazzata, nessuno dei suoi scenziati lo ha avvertito,tra l'altro quando c'è la grande opposizione, estate più calda che supera di un po' lo zero,il calore crea vento che alza tempeste di sabbia globali e così l'anno che si potrebbero vedere più particolari perché vicino,non si vede più un tubo anche per 2 o 3 mesi, finché si riallontana e la sabbia precipita, insieme ai poli che si riformano.Poi va be, manca il campo magnetico e in futuro precipiterà una delle sue 2 lune, più grandi dell'asteroide dei dinosauri e su un pianeta più piccolo",Negativo
UgwCBMjk6DpgCML-Ud54AaABAg,Noi umani siamo bravissimi a creare CO2,Neutrale
UgzPeEt5q_T04Hlh8jt4AaABAg,Ma non sarebbe più semplice un futuro  sfruttare marte bruciando petrolio esportato dalla terra con la starship sulle 100 tonnellate di petrolio alla volta in forse 200 anni ce la faremo,Neutrale
UgyosLI_na1UoK2XVE54AaABAg,"Ciao Alberto, spero di rivederti in live x una partitina a scacchi",Positiva
UgwU2DCcU-A_cDV43C14AaABAg,"Volete rendere abitabile Marte?...semplice,mandateci mia suocera.. troverà la soluzione.",Neutrale
UgwtIloqvjHlgcS-KFZ4AaABAg,"Posso chiedere una cosa?
Immaginiamo che il Vesuvio sia pieno di Coca-Cola,che sostituisce la lava.
Con una singola mentina,si potrebbe far ""eruttare"" il vulcano?",Neutrale
Ugx4TG8ia_x6CbDN6L94AaABAg,inteli che,Neutrale
UgzCw1Pcd-bxOy-sBKZ4AaABAg,Ciao,Neutrale
UgwZsJNKyMlKzgl5gRl4AaABAg,"Elon è una capra fortunata 😂😂
Direbbe sgarbi",Neutrale
UgwYG65b3n19Q04-lNN4AaABAg,"E come dovremmo inviare le testate nucleari su marte? Le.facciamo partire dalla terra? A questo punto ripuliamo la terra dai rifiuti tossici e radioattivi e spediamoli su marte.
Chi vi da la certezza che uno di questi razzi non si distrugga dopo la partenza facendo ricadere scorie o bombe atomiche sulla Terra?
Per fortuna che gli scienziati ragionano",Negativo
